Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
11,1,11,57,0.0015996,0.012,0.000112754,0.09,0,0,0,0.083333333,,46.41857331,58.99523675,-5.012775511,-0.316853185,0.000404722,0,0.00226328,0,0.076923077,0.999482569,0.999482569,0.999482569,0.00191536,46.52363152,0.005245283,0.017133008,0,0,0.001694473,0.105058212,46.49955875,0.009687408,0,0.00118112,0,-0.030884579,0,0
12,1,12,57,0.0015996,0.012,0.000112641,0.09,0,0,0,0.083333333,,46.49955875,58.96471079,-5.012775511,-0.313524587,0.000406075,0.005,0.00226328,0,0.076923077,0.993144267,0.99948133,0.99948133,0.001914369,46.60480026,0.005247058,0.017213398,0,0.29534718,0.001702424,0.105241505,46.2852902,0.009642769,0,0.001183335,0,-0.03091989,0,0
13,2,1,58,0.0018,0.012,0.000126635,0.09,0.05,1,0,0.083333333,,46.2852902,63.46752201,-4.983738106,-0.310203505,0.00041946,0,0.00226328,0.267092488,0.071428571,0.999453958,0.999453958,0.999453958,0.001913376,46.12234976,0.005840139,0.017690646,0.267092488,0,0.001653964,0.10415205,46.09716501,0.009603576,0,0,0.231426451,-0.531653301,0,0
14,2,2,58,0.0018,0.012,0.000126508,0.09,0.05,1,0,0.083333333,,46.09716501,63.43286606,-4.983738106,-0.429570586,0.000372167,0,0.00226328,0.266946645,0.071428571,0.999501373,0.999501373,0.999501373,0.001912331,45.93394497,0.005810447,0.015631976,0.266946645,0,0.001461491,0.1037266,45.91104105,0.0095648,0,0,0,-0.297953868,0,0
15,2,3,58,0.0018,0.012,0.00012638,0.09,0.05,1,0,0.083333333,,45.91104105,63.40123671,-4.983738106,-0.43517621,0.000370082,0,0.00226328,0.266813538,0.071428571,0.999503584,0.999503584,0.999503584,0.001911378,45.74753316,0.005781045,0.015481336,0.266813538,0,0.001447408,0.103305651,45.72482338,0.009526005,0,0,0,-0.297601924,0,0
16,2,4,58,0.0018,0.012,0.000126253,0.09,0.05,1,0,0.083333333,,45.72482338,63.36976335,-4.983738106,-0.440834403,0.00036799,0,0.00226328,0.266681087,0.071428571,0.999505804,0.999505804,0.999505804,0.001910429,45.56102678,0.005751684,0.015331055,0.266681087,0,0.001433357,0.102884488,45.53851068,0.00948719,0,0,0,-0.297251016,0,0
17,2,5,58,0.0018,0.012,0.000126126,0.09,0.05,1,0,0.083333333,,45.53851068,63.33844624,-4.983738106,-0.446545895,0.00036589,0,0.00226328,0.266549295,0.071428571,0.99950803,0.99950803,0.99950803,0.001909485,45.37442449,0.005722364,0.015181136,0.266549295,0,0.001419341,0.102463109,45.35210165,0.009448355,0,0,0,-0.296901149,0,0
18,2,6,58,0.0018,0.012,0.000125999,0.09,0.05,1,0,0.083333333,,45.35210165,63.30728564,-4.983738106,-0.452311427,0.000363782,0,0.00226328,0.26641816,0.071428571,0.999510265,0.999510265,0.999510265,0.001908546,45.187725,0.005693086,0.015031583,0.26641816,0,0.001405359,0.10204151,45.16559497,0.009409499,0,0,0,-0.296552329,0,0
19,2,7,58,0.0018,0.012,0.000125872,0.09,0.05,1,0,0.083333333,,45.16559497,63.27628182,-4.983738106,-0.458131755,0.000361667,0,0.00226328,0.266287686,0.071428571,0.999512506,0.999512506,0.999512506,0.001907611,45.00092698,0.005663848,0.014882402,0.266287686,0,0.001391411,0.101619688,44.97898932,0.009370623,0,0,0,-0.296204558,0,0
20,2,8,58,0.0018,0.012,0.000125746,0.09,0.05,1,0,0.083333333,,44.97898932,63.24543505,-4.983738106,-0.464007648,0.000359544,0,0.00226328,0.266157872,0.071428571,0.999514756,0.999514756,0.999514756,0.001906681,44.81402909,0.00563465,0.014733594,0.266157872,0,0.001377498,0.101197641,44.79228334,0.009331726,0,0,0,-0.295857843,0,0
21,2,9,58,0.0018,0.012,0.000125619,0.09,0.05,1,0,0.083333333,,44.79228334,63.21474557,-4.983738106,-0.46993989,0.000357413,0,0.00226328,0.266028721,0.071428571,0.999517013,0.999517013,0.999517013,0.001905756,44.62702999,0.005605493,0.014585166,0.266028721,0,0.001363621,0.100775366,44.60547571,0.009292807,0,0,0,-0.295512187,0,0
22,2,10,58,0.0018,0.012,0.000125493,0.09,0.05,1,0,0.083333333,,44.60547571,63.18421366,-4.983738106,-0.475929282,0.000355274,0,0.00226328,0.265900233,0.071428571,0.999519277,0.999519277,0.999519277,0.001904835,44.43992833,0.005576376,0.01443712,0.265900233,0,0.00134978,0.100352858,44.41856506,0.009253868,0,0,0,-0.295167596,0,0
23,2,11,58,0.0018,0.012,0.000125367,0.09,0.05,1,0,0.083333333,,44.41856506,63.15383959,-4.983738106,-0.481976637,0.000353128,0,0.00226328,0.265772408,0.071428571,0.99952155,0.99952155,0.99952155,0.00190392,44.25272277,0.005547299,0.014289461,0.265772408,0,0.001335975,0.099930117,44.23155003,0.009214906,0,0,0,-0.294824075,0,0
24,2,12,58,0.0018,0.012,0.00012524,0.09,0.05,1,0,0.083333333,,44.23155003,63.12362361,-4.983738106,-0.488082785,0.000350974,0.015,0.00226328,0.265645249,0.071428571,0.978127258,0.999523829,0.999523829,0.001903009,44.06541192,0.005516189,0.014136882,0.265645249,0.942856584,0.00132171,0.099507137,43.10158055,0.008979496,0,0,0,-0.294277817,0,0
25,3,1,59,0.0020358,0.013,0.00013937,0.08,0.05,1,0,0.083333333,,43.10158055,63.09356598,-4.550157177,-0.494248571,0.000538701,0,0.00226328,0.265518757,0.066666667,0.999322004,0.999322004,0.999322004,0.001902102,42.93301178,0.005982927,0.021367945,0.265518757,0,0.001757537,0.096949987,42.90390337,0.008938313,0,0,0,-0.301807942,0,0
26,3,2,59,0.0020358,0.013,0.000139218,0.08,0.05,1,0,0.083333333,,42.90390337,63.0507888,-4.550157177,-0.536735948,0.000516228,0,0.00226328,0.265338736,0.066666667,0.999344625,0.999344625,0.999344625,0.001900813,42.73506763,0.005948854,0.020382178,0.265338736,0,0.001676456,0.096502995,42.70706015,0.008897304,0,0,0,-0.300567072,0,0
27,3,3,59,0.0020358,0.013,0.000139067,0.08,0.05,1,0,0.083333333,,42.70706015,63.0094669,-4.550157177,-0.543386774,0.000512797,0,0.00226328,0.26516484,0.066666667,0.999348208,0.999348208,0.999348208,0.001899567,42.53795318,0.005914958,0.020153305,0.26516484,0,0.001657631,0.096057878,42.51022729,0.008856297,0,0,0,-0.3000894,0,0
28,3,4,59,0.0020358,0.013,0.000138915,0.08,0.05,1,0,0.083333333,,42.51022729,62.96839784,-4.550157177,-0.550105264,0.000509353,0,0.00226328,0.264992008,0.066666667,0.999351803,0.999351803,0.999351803,0.001898329,42.34084806,0.00588113,0.019925229,0.264992008,0,0.001638872,0.095612781,42.31340283,0.008815292,0,0,0,-0.29961366,0,0
29,3,5,59,0.0020358,0.013,0.000138763,0.08,0.05,1,0,0.083333333,,42.31340283,62.92758188,-4.550157177,-0.556892438,0.000505898,0,0.00226328,0.26482024,0.066666667,0.999355408,0.999355408,0.999355408,0.001897099,42.14375029,0.00584737,0.019697957,0.26482024,0,0.001620178,0.095167701,42.11658479,0.008774288,0,0,0,-0.299139856,0,0
30,3,6,59,0.0020358,0.013,0.000138612,0.08,0.05,1,0,0.083333333,,42.11658479,62.88701929,-4.550157177,-0.563749337,0.000502432,0,0.00226328,0.26464954,0.066666667,0.999359026,0.999359026,0.999359026,0.001895876,41.94665788,0.005813678,0.019471495,0.26464954,0,0.001601552,0.094722633,41.91977115,0.008733286,0,0,0,-0.298667998,0,0
31,3,7,59,0.0020358,0.013,0.000138461,0.08,0.05,1,0,0.083333333,,41.91977115,62.84671034,-4.550157177,-0.570677024,0.000498954,0,0.00226328,0.264479906,0.066666667,0.999362655,0.999362655,0.999362655,0.00189466,41.74956882,0.005780053,0.019245849,0.264479906,0,0.001582992,0.094277573,41.72295993,0.008692283,0,0,0,-0.298198091,0,0
32,3,8,59,0.0020358,0.013,0.00013831,0.08,0.05,1,0,0.083333333,,41.72295993,62.80665528,-4.550157177,-0.577676581,0.000495464,0,0.00226328,0.264311341,0.066666667,0.999366295,0.999366295,0.999366295,0.001893453,41.5524811,0.005746494,0.019021027,0.264311341,0,0.0015645,0.093832515,41.52614908,0.008651281,0,0,0,-0.297730142,0,0
33,3,9,59,0.0020358,0.013,0.000138159,0.08,0.05,1,0,0.083333333,,41.52614908,62.76685438,-4.550157177,-0.584749117,0.000491963,0,0.00226328,0.264143846,0.066666667,0.999369946,0.999369946,0.999369946,0.001892253,41.35539269,0.005713001,0.018797034,0.264143846,0,0.001546076,0.093387456,41.32933658,0.008610278,0,0,0,-0.297264159,0,0
34,3,10,59,0.0020358,0.013,0.000138008,0.08,0.05,1,0,0.083333333,,41.32933658,62.7273079,-4.550157177,-0.591895758,0.00048845,0,0.00226328,0.263977421,0.066666667,0.999373609,0.999373609,0.999373609,0.001891061,41.15830155,0.005679574,0.018573879,0.263977421,0,0.001527722,0.092942391,41.13252038,0.008569275,0,0,0,-0.296800149,0,0
35,3,11,59,0.0020358,0.013,0.000137858,0.08,0.05,1,0,0.083333333,,41.13252038,62.6880161,-4.550157177,-0.599117658,0.000484926,0,0.00226328,0.263812068,0.066666667,0.999377284,0.999377284,0.999377284,0.001889876,40.96120563,0.005646213,0.018351567,0.263812068,0,0.001509436,0.092497316,40.93569841,0.008528271,0,0,0,-0.296338119,0,0
36,3,12,59,0.0020358,0.013,0.000137707,0.08,0.05,1,0,0.083333333,,40.93569841,62.64897924,-4.550157177,-0.606415993,0.00048139,0.015,0.00226328,0.263647788,0.066666667,0.976438818,0.999380969,0.999380969,0.001888699,40.76410285,0.005610118,0.018121068,0.263647788,0.935228773,0.001490477,0.092052224,39.80365241,0.008292428,0,0,0,-0.295671402,0,0
37,4,1,60,0.0023064,0.013,0.000155857,0.07,0.05,1,0,0.083333333,,39.80365241,62.61019758,-4.112475786,-0.613791964,0.000741305,0,0.00226328,0.263484581,0.0625,0.999102954,0.999102954,0.999102954,0.00188753,39.62965828,0.006175767,0.027420502,0.263484581,0,0.001953362,0.089490457,39.59410865,0.008248773,0,0,0,-0.305329623,0,0
38,4,2,60,0.0023064,0.013,0.000155687,0.07,0.05,1,0,0.083333333,,39.59410865,62.55403335,-4.112475786,-0.663032061,0.000705548,0,0.00226328,0.263248224,0.0625,0.999138875,0.999138875,0.999138875,0.001885837,39.41987717,0.006136382,0.02595977,0.263248224,0,0.001849303,0.089016736,39.38593171,0.008205402,0,0,0,-0.303549778,0,0
39,4,3,60,0.0023064,0.013,0.000155517,0.07,0.05,1,0,0.083333333,,39.38593171,62.50016648,-4.112475786,-0.671023673,0.00069991,0,0.00226328,0.263021534,0.0625,0.999144681,0.999144681,0.999144681,0.001884213,39.21145626,0.006097282,0.025616188,0.263021534,0,0.001824828,0.088546086,39.17791796,0.008162066,0,0,0,-0.30289707,0,0
40,4,4,60,0.0023064,0.013,0.000155348,0.07,0.05,1,0,0.083333333,,39.17791796,62.44670891,-4.112475786,-0.679104095,0.000694256,0,0.00226328,0.262796567,0.0625,0.999150504,0.999150504,0.999150504,0.001882601,39.0031972,0.006058284,0.025274297,0.262796567,0,0.001800472,0.088075802,38.97006415,0.008118763,0,0,0,-0.302247912,0,0
41,4,5,60,0.0023064,0.013,0.000155178,0.07,0.05,1,0,0.083333333,,38.97006415,62.39366069,-4.112475786,-0.687274797,0.000688585,0,0.00226328,0.262573322,0.0625,0.999156344,0.999156344,0.999156344,0.001881002,38.7950967,0.006019389,0.024934107,0.262573322,0,0.001776238,0.087605876,38.76236697,0.008075493,0,0,0,-0.301602312,0,0
42,4,6,60,0.0023064,0.013,0.000155009,0.07,0.05,1,0,0.083333333,,38.76236697,62.34102188,-4.112475786,-0.695537278,0.000682898,0,0.00226328,0.2623518,0.0625,0.999162199,0.999162199,0.999162199,0.001879415,38.58715147,0.005980596,0.024595628,0.2623518,0,0.001752126,0.087136301,38.55482312,0.008032255,0,0,0,-0.300960279,0,0
43,4,7,60,0.0023064,0.013,0.00015484,0.07,0.05,1,0,0.083333333,,38.55482312,62.28879251,-4.112475786,-0.703893072,0.000677194,0,0.00226328,0.262132002,0.0625,0.999168071,0.999168071,0.999168071,0.001877841,38.37935818,0.005941904,0.024258869,0.262132002,0,0.001728136,0.086667068,38.34742927,0.007989048,0,0,0,-0.300321823,0,0
44,4,8,60,0.0023064,0.013,0.000154671,0.07,0.05,1,0,0.083333333,,38.34742927,62.23697265,-4.112475786,-0.712343746,0.000671474,0,0.00226328,0.261913927,0.0625,0.999173958,0.999173958,0.999173958,0.001876278,38.17171352,0.005903312,0.023923841,0.261913927,0,0.001704269,0.086198172,38.1401821,0.007945871,0,0,0,-0.29968695,0,0
45,4,9,60,0.0023064,0.013,0.000154502,0.07,0.05,1,0,0.083333333,,38.1401821,62.18556232,-4.112475786,-0.720890905,0.000665739,0,0.00226328,0.261697575,0.0625,0.999179862,0.999179862,0.999179862,0.001874729,37.96421412,0.00586482,0.023590553,0.261697575,0,0.001680527,0.085729603,37.93307823,0.007902725,0,0,0,-0.299055672,0,0
46,4,10,60,0.0023064,0.013,0.000154334,0.07,0.05,1,0,0.083333333,,37.93307823,62.13456157,-4.112475786,-0.729536188,0.000659987,0,0.00226328,0.261482947,0.0625,0.999185781,0.999185781,0.999185781,0.001873191,37.75685663,0.005826426,0.023259017,0.261482947,0,0.001656909,0.085261355,37.72611428,0.007859607,0,0,0,-0.298427996,0,0
47,4,11,60,0.0023064,0.013,0.000154165,0.07,0.05,1,0,0.083333333,,37.72611428,62.08397043,-4.112475786,-0.738281272,0.00065422,0,0.00226328,0.261270042,0.0625,0.999191716,0.999191716,0.999191716,0.001871666,37.54963766,0.005788131,0.022929242,0.261270042,0,0.001633417,0.084793419,37.51928687,0.007816518,0,0,0,-0.297803933,0,0
48,4,12,60,0.0023064,0.013,0.000153997,0.07,0.05,1,0,0.083333333,,37.51928687,62.03378892,-4.112475786,-0.747127872,0.000648437,0.015,0.00226328,0.261058862,0.0625,0.974416804,0.999197665,0.999197665,0.001870153,37.3425538,0.005746156,0.022586398,0.261058862,0.925400334,0.001608994,0.084325789,36.38721191,0.007580669,0,0,0,-0.296972085,0,0
49,5,1,61,0.002669227,0.013,0.000178052,0.06,0.05,1,0,0.083333333,,36.38721191,61.98401706,-4.029368807,-0.756077743,0.000698544,0,0.00226328,0.260849405,0.058823529,0.999123528,0.999123528,0.999123528,0.001868653,36.20812657,0.006446024,0.023847877,0.260849405,0,0.001441494,0.081764061,36.17639117,0.007536748,0,0,0,-0.298680054,0,0
50,5,2,61,0.002669227,0.013,0.000177858,0.06,0.05,1,0,0.083333333,,36.17639117,61.92968983,-4.029368807,-0.814019737,0.000659076,0,0.00226328,0.260620778,0.058823529,0.999163183,0.999163183,0.999163183,0.001867015,35.99705783,0.006401469,0.022369351,0.260620778,0,0.001352124,0.081287432,35.96693489,0.007493111,0,0,0,-0.296884709,0,0
51,5,3,61,0.002669227,0.013,0.000177664,0.06,0.05,1,0,0.083333333,,35.96693489,61.87786602,-4.029368807,-0.82376925,0.000652659,0,0.00226328,0.260402686,0.058823529,0.999169793,0.999169793,0.999169793,0.001865452,35.78734607,0.006357235,0.022022497,0.260402686,0,0.001331158,0.080813867,35.75763518,0.007449507,0,0,0,-0.296231926,0,0
52,5,4,61,0.002669227,0.013,0.00017747,0.06,0.05,1,0,0.083333333,,35.75763518,61.82649461,-4.029368807,-0.833638079,0.000646226,0,0.00226328,0.260186498,0.058823529,0.999176418,0.999176418,0.999176418,0.001863904,35.57778933,0.006313118,0.021677784,0.260186498,0,0.001310322,0.080340653,35.54848811,0.007405935,0,0,0,-0.295583335,0,0
53,5,5,61,0.002669227,0.013,0.000177277,0.06,0.05,1,0,0.083333333,,35.54848811,61.77557543,-4.029368807,-0.843628405,0.00063978,0,0.00226328,0.259972213,0.058823529,0.999183057,0.999183057,0.999183057,0.001862369,35.36838367,0.006269116,0.021335223,0.259972213,0,0.001289616,0.07986778,35.33948972,0.007362394,0,0,0,-0.294938946,0,0
54,5,6,61,0.002669227,0.013,0.000177083,0.06,0.05,1,0,0.083333333,,35.33948972,61.7251083,-4.029368807,-0.853742459,0.000633319,0,0.00226328,0.259759831,0.058823529,0.99918971,0.99918971,0.99918971,0.001860847,35.15912513,0.006225228,0.020994828,0.259759831,0,0.001269041,0.079395238,35.13063603,0.007318883,0,0,0,-0.29429877,0,0
55,5,7,61,0.002669227,0.013,0.00017689,0.06,0.05,1,0,0.083333333,,35.13063603,61.67509305,-4.029368807,-0.863982526,0.000626845,0,0.00226328,0.25954935,0.058823529,0.999196376,0.999196376,0.999196376,0.001859339,34.9500097,0.006181454,0.020656612,0.25954935,0,0.001248597,0.078923021,34.92192304,0.007275401,0,0,0,-0.293662817,0,0
56,5,8,61,0.002669227,0.013,0.000176697,0.06,0.05,1,0,0.083333333,,34.92192304,61.62552947,-4.029368807,-0.87435095,0.000620357,0,0.00226328,0.25934077,0.058823529,0.999203056,0.999203056,0.999203056,0.001857845,34.74103338,0.006137793,0.020320588,0.25934077,0,0.001228286,0.078451117,34.71334672,0.007231947,0,0,0,-0.293031099,0,0
57,5,9,61,0.002669227,0.013,0.000176504,0.06,0.05,1,0,0.083333333,,34.71334672,61.57641736,-4.029368807,-0.884850133,0.000613856,0,0.00226328,0.25913409,0.058823529,0.999209748,0.999209748,0.999209748,0.001856365,34.53219214,0.006094244,0.019986771,0.25913409,0,0.001208108,0.077979518,34.50490302,0.007188521,0,0,0,-0.292403626,0,0
58,5,10,61,0.002669227,0.013,0.000176312,0.06,0.05,1,0,0.083333333,,34.50490302,61.52775649,-4.029368807,-0.895482537,0.000607342,0,0.00226328,0.258929309,0.058823529,0.999216454,0.999216454,0.999216454,0.001854898,34.32348193,0.006050805,0.019655173,0.258929309,0,0.001188065,0.077508215,34.29658789,0.007145122,0,0,0,-0.291780409,0,0
59,5,11,61,0.002669227,0.013,0.000176119,0.06,0.05,1,0,0.083333333,,34.29658789,61.47954663,-4.029368807,-0.906250685,0.000600815,0,0.00226328,0.258726425,0.058823529,0.999223171,0.999223171,0.999223171,0.001853444,34.11489866,0.006007477,0.019325809,0.258726425,0,0.001168156,0.077037199,34.08839722,0.007101749,0,0,0,-0.291161461,0,0
60,5,12,61,0.002669227,0.013,0.000175927,0.06,0.05,1,0,0.083333333,,34.08839722,61.43178754,-4.029368807,-0.917157167,0.000594277,0.015,0.00226328,0.258525439,0.058823529,0.972218739,0.9992299,0.9992299,0.001852004,33.90643824,0.005960578,0.018986974,0.258525439,0.915868368,0.001147675,0.07656646,32.96447464,0.006867599,0,0,0,-0.29034059,0,0
61,6,1,62,0.00307004,0.013,0.000202153,0.05,0.05,1,0,0.083333333,,32.96447464,61.38447895,-3.942161367,-0.928204636,0.000641471,0,0.00226328,0.258326349,0.055555556,0.999156505,0.999156505,0.999156505,0.001850578,32.78017145,0.0066256,0.020025657,0.258326349,0,0.000998655,0.07402316,32.75252154,0.006823442,0,0,0,-0.291801048,0,0
62,6,2,62,0.00307004,0.013,0.000201933,0.05,0.05,1,0,0.083333333,,32.75252154,61.33270144,-3.942161367,-0.997644778,0.000598297,0,0.00226328,0.258108452,0.055555556,0.999199891,0.999199891,0.999199891,0.001849017,32.56795703,0.006575543,0.018556956,0.258108452,0,0.000925412,0.073543944,32.54189912,0.006779562,0,0,0,-0.290020513,0,0
63,6,3,62,0.00307004,0.013,0.000201712,0.05,0.05,1,0,0.083333333,,32.54189912,61.2836286,-3.942161367,-1.009760017,0.000591069,0,0.00226328,0.257901937,0.055555556,0.999207338,0.999207338,0.999207338,0.001847538,32.3570649,0.006525839,0.01821406,0.257901937,0,0.000908313,0.073067714,32.33141669,0.006735712,0,0,0,-0.289377548,0,0
64,6,4,62,0.00307004,0.013,0.000201492,0.05,0.05,1,0,0.083333333,,32.33141669,61.23505141,-3.942161367,-1.022040147,0.000583831,0,0.00226328,0.257697508,0.055555556,0.999214794,0.999214794,0.999214794,0.001846073,32.14631097,0.006476264,0.017873869,0.257697508,0,0.000891348,0.072591796,32.12106949,0.006691889,0,0,0,-0.288739531,0,0
65,6,5,62,0.00307004,0.013,0.000201272,0.05,0.05,1,0,0.083333333,,32.12106949,61.18696927,-3.942161367,-1.034488526,0.000576586,0,0.00226328,0.257495162,0.055555556,0.999222258,0.999222258,0.999222258,0.001844624,31.93569051,0.006426817,0.0175364,0.257495162,0,0.000874519,0.072116179,31.91085278,0.006648094,0,0,0,-0.288106473,0,0
66,6,6,62,0.00307004,0.013,0.000201053,0.05,0.05,1,0,0.083333333,,31.91085278,61.13938158,-3.942161367,-1.047108603,0.000569332,0,0.00226328,0.257294897,0.055555556,0.999229729,0.999229729,0.999229729,0.001843189,31.72519873,0.006377495,0.01720167,0.257294897,0,0.000857826,0.071640853,31.70076174,0.006604325,0,0,0,-0.287478387,0,0
67,6,7,62,0.00307004,0.013,0.000200834,0.05,0.05,1,0,0.083333333,,31.70076174,61.09228771,-3.942161367,-1.059903921,0.000562071,0,0.00226328,0.257096711,0.055555556,0.999237208,0.999237208,0.999237208,0.001841769,31.51483084,0.006328298,0.016869695,0.257096711,0,0.000841271,0.071165807,31.49079157,0.006560582,0,0,0,-0.286855285,0,0
68,6,8,62,0.00307004,0.013,0.000200614,0.05,0.05,1,0,0.083333333,,31.49079157,61.04568699,-3.942161367,-1.072878122,0.000554804,0,0.00226328,0.256900599,0.055555556,0.999244693,0.999244693,0.999244693,0.001840364,31.304582,0.006279225,0.016540494,0.256900599,0,0.000824854,0.07069103,31.28093743,0.006516862,0,0,0,-0.28623718,0,0
69,6,9,62,0.00307004,0.013,0.000200396,0.05,0.05,1,0,0.083333333,,31.28093743,60.99957875,-3.942161367,-1.086034952,0.00054753,0,0.00226328,0.256706561,0.055555556,0.999252184,0.999252184,0.999252184,0.001838974,31.09444738,0.006230274,0.016214082,0.256706561,0,0.000808576,0.07021651,31.07119445,0.006473166,0,0,0,-0.285624082,0,0
70,6,10,62,0.00307004,0.013,0.000200177,0.05,0.05,1,0,0.083333333,,31.07119445,60.95396228,-3.942161367,-1.099378258,0.000540251,0,0.00226328,0.256514591,0.055555556,0.99925968,0.99925968,0.99925968,0.001837599,30.88442209,0.006181444,0.015890479,0.256514591,0,0.000792439,0.069742238,30.86155773,0.006429491,0,0,0,-0.285016006,0,0
71,6,11,62,0.00307004,0.013,0.000199958,0.05,0.05,1,0,0.083333333,,30.86155773,60.90883683,-3.942161367,-1.112911999,0.000532968,0,0.00226328,0.256324688,0.055555556,0.99926718,0.99926718,0.99926718,0.001836239,30.67450124,0.006132735,0.015569702,0.256324688,0,0.000776442,0.069268201,30.65202237,0.006385838,0,0,0,-0.284412963,0,0
72,6,12,62,0.00307004,0.013,0.00019974,0.05,0.05,1,0,0.083333333,,30.65202237,60.86420163,-3.942161367,-1.126640245,0.00052568,0.015,0.00226328,0.256136849,0.055555556,0.969511531,0.999274685,0.999274685,0.001834893,30.46467991,0.006080695,0.015243122,0.256136849,0.906737461,0.000760156,0.068794389,29.53585847,0.006153304,0,0,0,-0.28361397,0,0
