Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
17,2,5,58,0.0018,0.012,0.000126126,0.09,0.05,1,0,0.083333333,,62.40205769,87.16921061,-4.983738106,-0.453726581,0.000363267,0,0.00226328,0.355940943,0.071428571,0.999510653,0.999510653,0.999510653,0.002830066,62.18654446,0.007842615,0.020656885,0.355940943,0,0.001931289,0.140427713,62.15611367,0.01294919,0,0,0,-0.397389634,0,0
18,2,6,58,0.0018,0.012,0.000125999,0.09,0.05,1,0,0.083333333,,62.15611367,87.12655463,-4.983738106,-0.459277456,0.000361252,0,0.00226328,0.355766765,0.071428571,0.999512795,0.999512795,0.999512795,0.002828682,61.94021837,0.007803691,0.020460946,0.355766765,0,0.00191297,0.139871467,61.91004077,0.012897925,0,0,0,-0.396929327,0,0
19,2,7,58,0.0018,0.012,0.000125872,0.09,0.05,1,0,0.083333333,,61.91004077,87.0841061,-4.983738106,-0.464879411,0.00035923,0,0.00226328,0.355593433,0.071428571,0.999514943,0.999514943,0.999514943,0.002827303,61.69376226,0.007764821,0.020265466,0.355593433,0,0.001894694,0.139314928,61.66383728,0.012846633,0,0,0,-0.396470353,0,0
20,2,8,58,0.0018,0.012,0.000125746,0.09,0.05,1,0,0.083333333,,61.66383728,87.04186536,-4.983738106,-0.470533142,0.0003572,0,0.00226328,0.35542095,0.071428571,0.999517099,0.999517099,0.999517099,0.002825932,61.44717442,0.007726005,0.02007045,0.35542095,0,0.001876461,0.138758091,61.4175015,0.012795313,0,0,0,-0.396012718,0,0
21,2,9,58,0.0018,0.012,0.000125619,0.09,0.05,1,0,0.083333333,,61.4175015,86.99983274,-4.983738106,-0.476239353,0.000355164,0,0.00226328,0.355249317,0.071428571,0.999519261,0.999519261,0.999519261,0.002824567,61.20045314,0.007687242,0.019875904,0.355249317,0,0.001858272,0.138200952,61.17103172,0.012743965,0,0,0,-0.395556428,0,0
22,2,10,58,0.0018,0.012,0.000125493,0.09,0.05,1,0,0.083333333,,61.17103172,86.95800856,-4.983738106,-0.481998765,0.00035312,0,0.00226328,0.355078535,0.071428571,0.999521431,0.999521431,0.999521431,0.002823209,60.95359669,0.007648533,0.019681832,0.355078535,0,0.001840128,0.137643509,60.9244262,0.012692589,0,0,0,-0.395101489,0,0
23,2,11,58,0.0018,0.012,0.000125367,0.09,0.05,1,0,0.083333333,,60.9244262,86.91639317,-4.983738106,-0.48781211,0.000351069,0,0.00226328,0.354908605,0.071428571,0.999523608,0.999523608,0.999523608,0.002821858,60.70660335,0.007609876,0.01948824,0.354908605,0,0.001822028,0.137085756,60.67768321,0.012641184,0,0,0,-0.394647905,0,0
24,2,12,58,0.0018,0.012,0.00012524,0.09,0.05,1,0,0.083333333,,60.67768321,86.87498689,-4.983738106,-0.493680135,0.000349011,0.015,0.00226328,0.35473953,0.071428571,0.978059797,0.999525792,0.999525792,0.002820514,60.45947137,0.007568442,0.019287919,0.35473953,1.297833434,0.001803299,0.13652769,59.13297827,0.01231937,0,0,0,-0.393915261,0,0
25,3,1,59,0.0020358,0.013,0.00013937,0.08,0.05,1,0,0.083333333,,59.13297827,86.83379006,-4.550157177,-0.499603598,0.000535815,0,0.00226328,0.354571309,0.066666667,0.999324889,0.999324889,0.999324889,0.002819177,58.91143894,0.008209601,0.029163426,0.354571309,0,0.002398723,0.133031972,58.87166719,0.012264931,0,0,0,-0.404209267,0,0
26,3,2,59,0.0020358,0.013,0.000139218,0.08,0.05,1,0,0.083333333,,58.87166719,86.77516763,-4.550157177,-0.542076645,0.000513471,0,0.00226328,0.354331934,0.066666667,0.999347382,0.999347382,0.999347382,0.002817273,58.64977635,0.008164232,0.027823169,0.354331934,0,0.002288486,0.132441094,58.61150046,0.012210729,0,0,0,-0.402530064,0,0
27,3,3,59,0.0020358,0.013,0.000139067,0.08,0.05,1,0,0.083333333,,58.61150046,86.71853661,-4.550157177,-0.548466753,0.000510191,0,0.00226328,0.354100691,0.066666667,0.999350813,0.999350813,0.999350813,0.002815435,58.38925256,0.008119103,0.027522649,0.354100691,0,0.002263768,0.131852787,58.35134704,0.012156531,0,0,0,-0.401898974,0,0
28,3,4,59,0.0020358,0.013,0.000138915,0.08,0.05,1,0,0.083333333,,58.35134704,86.6622401,-4.550157177,-0.554919729,0.0005069,0,0.00226328,0.353870814,0.066666667,0.999354255,0.999354255,0.999354255,0.002813607,58.12874073,0.008074065,0.027223126,0.353870814,0,0.002239132,0.131264507,58.09120441,0.012102334,0,0,0,-0.401270338,0,0
29,3,5,59,0.0020358,0.013,0.000138763,0.08,0.05,1,0,0.083333333,,58.09120441,86.60627842,-4.550157177,-0.561436491,0.000503598,0,0.00226328,0.353642304,0.066666667,0.999357708,0.999357708,0.999357708,0.00281179,57.86823835,0.008029116,0.026924607,0.353642304,0,0.002214578,0.130676249,57.83107005,0.01204814,0,0,0,-0.400644166,0,0
30,3,6,59,0.0020358,0.013,0.000138612,0.08,0.05,1,0,0.083333333,,57.83107005,86.55065191,-4.550157177,-0.56801797,0.000500286,0,0.00226328,0.353415162,0.066666667,0.999361172,0.999361172,0.999361172,0.002809984,57.6077429,0.007984257,0.0266271,0.353415162,0,0.002190108,0.130088006,57.57094143,0.011993946,0,0,0,-0.400020465,0,0
31,3,7,59,0.0020358,0.013,0.000138461,0.08,0.05,1,0,0.083333333,,57.57094143,86.4953609,-4.550157177,-0.574665119,0.000496962,0,0.00226328,0.35318939,0.066666667,0.999364646,0.999364646,0.999364646,0.002808189,57.34725181,0.007939487,0.026330613,0.35318939,0,0.002165721,0.129499773,57.31081599,0.011939753,0,0,0,-0.399399244,0,0
32,3,8,59,0.0020358,0.013,0.00013831,0.08,0.05,1,0,0.083333333,,57.31081599,86.4404057,-4.550157177,-0.581378909,0.000493628,0,0.00226328,0.35296499,0.066666667,0.999368131,0.999368131,0.999368131,0.002806405,57.08676255,0.007894805,0.026035155,0.35296499,0,0.00214142,0.128911545,57.05069117,0.011885561,0,0,0,-0.39878051,0,0
33,3,9,59,0.0020358,0.013,0.000138159,0.08,0.05,1,0,0.083333333,,57.05069117,86.38578665,-4.550157177,-0.588160329,0.000490283,0,0.00226328,0.352741962,0.066666667,0.999371626,0.999371626,0.999371626,0.002804632,56.82627252,0.007850211,0.025740733,0.352741962,0,0.002117203,0.128323314,56.79056437,0.011831368,0,0,0,-0.398164274,0,0
34,3,10,59,0.0020358,0.013,0.000138008,0.08,0.05,1,0,0.083333333,,56.79056437,86.33150407,-4.550157177,-0.595010389,0.000486927,0,0.00226328,0.352520308,0.066666667,0.999375132,0.999375132,0.999375132,0.002802869,56.56577914,0.007805705,0.025447356,0.352520308,0,0.002093073,0.127735076,56.53043301,0.011777174,0,0,0,-0.397550543,0,0
35,3,11,59,0.0020358,0.013,0.000137858,0.08,0.05,1,0,0.083333333,,56.53043301,86.2775583,-4.550157177,-0.601930118,0.00048356,0,0.00226328,0.35230003,0.066666667,0.999378649,0.999378649,0.999378649,0.002801118,56.3052798,0.007761286,0.025155033,0.35230003,0,0.002069029,0.127146825,56.27029446,0.011722978,0,0,0,-0.396939326,0,0
36,3,12,59,0.0020358,0.013,0.000137707,0.08,0.05,1,0,0.083333333,,56.27029446,86.22394964,-4.550157177,-0.608920568,0.000480183,0.015,0.00226328,0.352081128,0.066666667,0.976411616,0.999382176,0.999382176,0.002799377,56.04477188,0.007713114,0.024851402,0.352081128,1.287397023,0.002044055,0.126558554,54.72276629,0.011400576,0,0,0,-0.39604622,0,0
37,4,1,60,0.0023064,0.013,0.000155857,0.07,0.05,1,0,0.083333333,,54.72276629,86.17067843,-4.112475786,-0.615982808,0.000739676,0,0.00226328,0.351863604,0.0625,0.999104583,0.999104583,0.999104583,0.002797648,54.49395924,0.008492175,0.037622538,0.351863604,0,0.002680127,0.123056557,54.4451644,0.011342743,0,0,0,-0.40932106,0,0
38,4,2,60,0.0023064,0.013,0.000155687,0.07,0.05,1,0,0.083333333,,54.4451644,86.0935197,-4.112475786,-0.665000125,0.000704156,0,0.00226328,0.351548539,0.0625,0.999140267,0.999140267,0.999140267,0.002795143,54.21604484,0.008439661,0.035633245,0.351548539,0,0.002538415,0.12242898,54.16943352,0.011285299,0,0,0,-0.406906743,0,0
39,4,3,60,0.0023064,0.013,0.000155517,0.07,0.05,1,0,0.083333333,,54.16943352,86.01950227,-4.112475786,-0.672650989,0.000698768,0,0.00226328,0.351246301,0.0625,0.999145823,0.999145823,0.999145823,0.00279274,53.93999283,0.008387532,0.035180578,0.351246301,0,0.002506169,0.121805607,53.89391855,0.0112279,0,0,0,-0.40604231,0,0
40,4,4,60,0.0023064,0.013,0.000155348,0.07,0.05,1,0,0.083333333,,53.89391855,85.94602642,-4.112475786,-0.680383907,0.000693365,0,0.00226328,0.350946275,0.0625,0.999151395,0.999151395,0.999151395,0.002790354,53.66415499,0.00833554,0.034730037,0.350946275,0,0.002474073,0.121182719,53.61861534,0.011170545,0,0,0,-0.405182397,0,0
41,4,5,60,0.0023064,0.013,0.000155178,0.07,0.05,1,0,0.083333333,,53.61861534,85.87309223,-4.112475786,-0.688200188,0.000687946,0,0.00226328,0.35064846,0.0625,0.999156983,0.999156983,0.999156983,0.002787986,53.38852719,0.008283684,0.034281634,0.35064846,0,0.00244213,0.120560305,53.34351974,0.011113233,0,0,0,-0.404327012,0,0
42,4,6,60,0.0023064,0.013,0.000155009,0.07,0.05,1,0,0.083333333,,53.34351974,85.80069973,-4.112475786,-0.696101166,0.000682511,0,0.00226328,0.350352857,0.0625,0.999162585,0.999162585,0.999162585,0.002785636,53.11310524,0.008231964,0.033835382,0.350352857,0,0.002410341,0.119938356,53.06862755,0.011055964,0,0,0,-0.403476167,0,0
43,4,7,60,0.0023064,0.013,0.00015484,0.07,0.05,1,0,0.083333333,,53.06862755,85.72884897,-4.112475786,-0.704088204,0.000677062,0,0.00226328,0.350059467,0.0625,0.999168203,0.999168203,0.999168203,0.002783303,52.83788495,0.008180377,0.033391291,0.350059467,0,0.002378705,0.119316862,52.79393457,0.010998736,0,0,0,-0.402629871,0,0
44,4,8,60,0.0023064,0.013,0.000154671,0.07,0.05,1,0,0.083333333,,52.79393457,85.65754001,-4.112475786,-0.712162697,0.000671597,0,0.00226328,0.349768288,0.0625,0.999173836,0.999173836,0.999173836,0.002780988,52.5628621,0.008128924,0.032949374,0.349768288,0,0.002347224,0.118695814,52.51943658,0.010941549,0,0,0,-0.401788136,0,0
45,4,9,60,0.0023064,0.013,0.000154502,0.07,0.05,1,0,0.083333333,,52.51943658,85.58677287,-4.112475786,-0.720326066,0.000666116,0,0.00226328,0.349479323,0.0625,0.999179484,0.999179484,0.999179484,0.00277869,52.28803246,0.008077604,0.032509644,0.349479323,0,0.002315899,0.118075202,52.24512931,0.010884402,0,0,0,-0.400950972,0,0
46,4,10,60,0.0023064,0.013,0.000154334,0.07,0.05,1,0,0.083333333,,52.24512931,85.51654759,-4.112475786,-0.728579767,0.000660621,0,0.00226328,0.349192569,0.0625,0.999185147,0.999185147,0.999185147,0.002776411,52.01339176,0.008026414,0.032072112,0.349192569,0,0.00228473,0.117455017,51.9710085,0.010827293,0,0,0,-0.400118389,0,0
47,4,11,60,0.0023064,0.013,0.000154165,0.07,0.05,1,0,0.083333333,,51.9710085,85.44686419,-4.112475786,-0.736925286,0.000655111,0,0.00226328,0.348908029,0.0625,0.999190825,0.999190825,0.999190825,0.002774148,51.73893572,0.007975355,0.031636793,0.348908029,0,0.002253719,0.116835249,51.69706985,0.010770223,0,0,0,-0.3992904,0,0
48,4,12,60,0.0023064,0.013,0.000153997,0.07,0.05,1,0,0.083333333,,51.69706985,85.3777227,-4.112475786,-0.745364141,0.000649586,0.015,0.00226328,0.348625701,0.0625,0.974443918,0.999196517,0.999196517,0.002771903,51.46466004,0.007919214,0.031183174,0.348625701,1.273911299,0.002221404,0.116215888,50.14942495,0.010447797,0,0,0,-0.398175886,0,0
49,5,1,61,0.002669227,0.013,0.000178052,0.06,0.05,1,0,0.083333333,,50.14942495,85.30912314,-4.029368807,-0.753897886,0.000700074,0,0.00226328,0.348345586,0.058823529,0.999121998,0.999121998,0.999121998,0.002769676,49.91379313,0.008886002,0.032946901,0.348345586,0,0.001991488,0.112713769,49.86996874,0.010389577,0,0,0,-0.400568066,0,0
50,5,2,61,0.002669227,0.013,0.000177858,0.06,0.05,1,0,0.083333333,,49.86996874,85.23422159,-4.029368807,-0.811291889,0.000660883,0,0.00226328,0.348039738,0.058823529,0.999161377,0.999161377,0.999161377,0.002767244,49.63401098,0.00882657,0.030928205,0.348039738,0,0.001869467,0.112081974,49.59238674,0.010331747,0,0,0,-0.39812626,0,0
51,5,3,61,0.002669227,0.013,0.000177664,0.06,0.05,1,0,0.083333333,,49.59238674,85.16274218,-4.029368807,-0.820584565,0.000654748,0,0.00226328,0.347747864,0.058823529,0.999167704,0.999167704,0.999167704,0.002764924,49.35609326,0.008767575,0.030469539,0.347747864,0,0.001841743,0.111454389,49.3150144,0.010273961,0,0,0,-0.39725894,0,0
52,5,4,61,0.002669227,0.013,0.00017747,0.06,0.05,1,0,0.083333333,,49.3150144,85.0918616,-4.029368807,-0.829986728,0.000648599,0,0.00226328,0.347458435,0.058823529,0.999174046,0.999174046,0.999174046,0.002762623,49.07838324,0.008708736,0.030013563,0.347458435,0,0.001814181,0.110827273,49.03784676,0.010216218,0,0,0,-0.396396951,0,0
53,5,5,61,0.002669227,0.013,0.000177277,0.06,0.05,1,0,0.083333333,,49.03784676,85.02157965,-4.029368807,-0.839500298,0.000642436,0,0.00226328,0.34717145,0.058823529,0.999180402,0.999180402,0.999180402,0.002760341,48.80087593,0.00865005,0.02956029,0.34717145,0,0.001786783,0.110200614,48.7608788,0.010158516,0,0,0,-0.395540307,0,0
54,5,6,61,0.002669227,0.013,0.000177083,0.06,0.05,1,0,0.083333333,,48.7608788,84.9518961,-4.029368807,-0.849127244,0.000636259,0,0.00226328,0.346886909,0.058823529,0.99918677,0.99918677,0.99918677,0.002758078,48.52356629,0.008591517,0.029109738,0.346886909,0,0.001759549,0.109574402,48.48410549,0.010100855,0,0,0,-0.39468902,0,0
55,5,7,61,0.002669227,0.013,0.00017689,0.06,0.05,1,0,0.083333333,,48.48410549,84.88281069,-4.029368807,-0.858869578,0.000630069,0,0.00226328,0.34660481,0.058823529,0.999193152,0.999193152,0.999193152,0.002755835,48.24644931,0.008533136,0.028661922,0.34660481,0,0.001732481,0.108948625,48.20752177,0.010043234,0,0,0,-0.393843101,0,0
56,5,8,61,0.002669227,0.013,0.000176697,0.06,0.05,1,0,0.083333333,,48.20752177,84.81432319,-4.029368807,-0.868729362,0.000623866,0,0.00226328,0.346325153,0.058823529,0.999199547,0.999199547,0.999199547,0.002753612,47.96951989,0.008474905,0.028216857,0.346325153,0,0.001705579,0.108323272,47.93112255,0.009985651,0,0,0,-0.393002566,0,0
57,5,9,61,0.002669227,0.013,0.000176504,0.06,0.05,1,0,0.083333333,,47.93112255,84.74643332,-4.029368807,-0.878708708,0.00061765,0,0.00226328,0.346047936,0.058823529,0.999205955,0.999205955,0.999205955,0.002751408,47.69277294,0.008416823,0.027774562,0.346047936,0,0.001678844,0.107698331,47.65490271,0.009928105,0,0,0,-0.392167425,0,0
58,5,10,61,0.002669227,0.013,0.000176312,0.06,0.05,1,0,0.083333333,,47.65490271,84.6791408,-4.029368807,-0.888809778,0.000611422,0,0.00226328,0.345773158,0.058823529,0.999212374,0.999212374,0.999212374,0.002749223,47.41620334,0.008358889,0.027335052,0.345773158,0,0.001652278,0.10707379,47.37885712,0.009870595,0,0,0,-0.391337694,0,0
59,5,11,61,0.002669227,0.013,0.000176119,0.06,0.05,1,0,0.083333333,,47.37885712,84.61244534,-4.029368807,-0.899034785,0.000605181,0,0.00226328,0.345500818,0.058823529,0.999218806,0.999218806,0.999218806,0.002747058,47.13980594,0.008301101,0.026898344,0.345500818,0,0.001625881,0.106449638,47.10298062,0.009813121,0,0,0,-0.390513384,0,0
60,5,12,61,0.002669227,0.013,0.000175927,0.06,0.05,1,0,0.083333333,,47.10298062,84.54634662,-4.029368807,-0.909386,0.000598928,0.015,0.00226328,0.345230915,0.058823529,0.972322225,0.99922525,0.99922525,0.002744912,46.86357557,0.00823834,0.026448021,0.345230915,1.260794491,0.001598661,0.105825863,45.56649605,0.00949302,0,0,0,-0.389410297,0,0
61,6,1,62,0.00307004,0.013,0.000202153,0.05,0.05,1,0,0.083333333,,45.56649605,84.48084431,-3.942161367,-0.919865745,0.000646862,0,0.00226328,0.344963448,0.055555556,0.999151115,0.999151115,0.999151115,0.002742785,45.32388158,0.00916096,0.027921382,0.344963448,0,0.001392405,0.102348974,45.28540683,0.00943446,0,0,0,-0.39148025,0,0
62,6,2,62,0.00307004,0.013,0.000201933,0.05,0.05,1,0,0.083333333,,45.28540683,84.40912982,-3.942161367,-0.988239208,0.00060397,0,0.00226328,0.344670613,0.055555556,0.99919422,0.99919422,0.99919422,0.002740457,45.04244967,0.009094168,0.025908149,0.344670613,0,0.001292007,0.101713453,45.00615535,0.009376282,0,0,0,-0.389049213,0,0
63,6,3,62,0.00307004,0.013,0.000201712,0.05,0.05,1,0,0.083333333,,45.00615535,84.34111459,-3.942161367,-0.999723393,0.000597051,0,0.00226328,0.344392885,0.055555556,0.999201357,0.999201357,0.999201357,0.002738248,44.76284452,0.009027859,0.025452373,0.344392885,0,0.001269278,0.101082058,44.72709501,0.009318145,0,0,0,-0.388191261,0,0
64,6,4,62,0.00307004,0.013,0.000201492,0.05,0.05,1,0,0.083333333,,44.72709501,84.27375619,-3.942161367,-1.0113576,0.000590122,0,0.00226328,0.344117838,0.055555556,0.999208504,0.999208504,0.999208504,0.002736062,44.48342826,0.008961723,0.024999993,0.344117838,0,0.001246719,0.100451089,44.44821983,0.009260046,0,0,0,-0.387339599,0,0
65,6,5,62,0.00307004,0.013,0.000201272,0.05,0.05,1,0,0.083333333,,44.44821983,84.20705389,-3.942161367,-1.023144759,0.000583185,0,0.00226328,0.34384547,0.055555556,0.99921566,0.99921566,0.99921566,0.002733896,44.20419489,0.008895756,0.02455103,0.34384547,0,0.00122433,0.099820533,44.16952377,0.009201984,0,0,0,-0.386494241,0,0
66,6,6,62,0.00307004,0.013,0.000201053,0.05,0.05,1,0,0.083333333,,44.16952377,84.14100694,-3.942161367,-1.035087875,0.000576239,0,0.00226328,0.343575778,0.055555556,0.999222824,0.999222824,0.999222824,0.002731752,43.92513837,0.008829959,0.024105504,0.343575778,0,0.001202112,0.099190376,43.8910008,0.009143958,0,0,0,-0.3856552,0,0
67,6,7,62,0.00307004,0.013,0.000200834,0.05,0.05,1,0,0.083333333,,43.8910008,84.07561454,-3.942161367,-1.047190032,0.000569286,0,0.00226328,0.343308759,0.055555556,0.999229995,0.999229995,0.999229995,0.002729629,43.64625264,0.008764329,0.023663435,0.343308759,0,0.001180066,0.098560605,43.61264481,0.009085968,0,0,0,-0.384822492,0,0
68,6,8,62,0.00307004,0.013,0.000200614,0.05,0.05,1,0,0.083333333,,43.61264481,84.0108759,-3.942161367,-1.059454396,0.000562325,0,0.00226328,0.34304441,0.055555556,0.999237173,0.999237173,0.999237173,0.002727527,43.36753161,0.008698865,0.023224846,0.34304441,0,0.001158194,0.097931206,43.3344497,0.00902801,0,0,0,-0.383996131,0,0
69,6,9,62,0.00307004,0.013,0.000200396,0.05,0.05,1,0,0.083333333,,43.3344497,83.94679018,-3.942161367,-1.071884221,0.000555357,0,0.00226328,0.342782727,0.055555556,0.999244358,0.999244358,0.999244358,0.002725446,43.08896914,0.008633565,0.022789755,0.342782727,0,0.001136497,0.097302165,43.05640932,0.008970085,0,0,0,-0.383176132,0,0
70,6,10,62,0.00307004,0.013,0.000200177,0.05,0.05,1,0,0.083333333,,43.05640932,83.88335649,-3.942161367,-1.084482843,0.000548383,0,0.00226328,0.342523706,0.055555556,0.999251549,0.999251549,0.999251549,0.002723387,42.81055908,0.008568428,0.022358186,0.342523706,0,0.001114975,0.096673468,42.7785175,0.008912191,0,0,0,-0.38236251,0,0
71,6,11,62,0.00307004,0.013,0.000199958,0.05,0.05,1,0,0.083333333,,42.7785175,83.82057394,-3.942161367,-1.097253691,0.000541404,0,0.00226328,0.342267344,0.055555556,0.999258746,0.999258746,0.999258746,0.002721348,42.53229525,0.008503451,0.021930159,0.342267344,0,0.00109363,0.096045101,42.50076801,0.008854327,0,0,0,-0.381555281,0,0
72,6,12,62,0.00307004,0.013,0.00019974,0.05,0.05,1,0,0.083333333,,42.50076801,83.75844159,-3.942161367,-1.11020029,0.000534419,0.015,0.00226328,0.342013637,0.055555556,0.969726378,0.999265947,0.999265947,0.002719331,42.25417143,0.008433787,0.021493342,0.342013637,1.248187839,0.001071846,0.095417051,40.97498461,0.008536455,0,0,0,-0.380477221,0,0
